Time,CPU Percent,MEM Usage,IO Reads,_NProc
9.06,6395.7,3365822464,151190217075,1
9.19,6438.4,3365822464,153843196275,1
9.32,6432.7,3365822464,156499820915,1
9.46,6434.0,3365822464,159146041715,1
9.59,6441.2,3365822464,161787781491,1
9.72,6243.8,3365822464,164423172467,1
9.85,6453.4,4439564288,167068500339,1
9.98,6441.3,4439564288,169715270003,1
10.11,6460.9,4439564288,172357329267,1
10.34,6327.6,4439564288,177030291827,1
10.57,6425.3,4439564288,181701714291,1
10.8,6441.3,4439564288,186380796275,1
11.03,6333.0,5513306112,191062073715,1
11.27,6429.7,5513306112,195747234163,1
11.5,6437.7,5513306112,200434950515,1
11.73,6332.5,5513306112,205124903283,1
11.96,6395.8,5513306112,209822490995,1
12.19,6384.7,5513306112,214514147699,1
12.42,6407.7,5513306112,219193999731,1
12.65,6418.3,5513306112,223858344307,1
12.88,6425.9,5513306112,228506411379,1
13.12,6431.5,5513306112,233169133939,1
13.35,6393.9,5513306112,237846462835,1
13.58,6407.7,5513306112,242500460915,1
13.81,6417.3,5513306112,247181017459,1
14.04,6384.6,5513306112,251880235379,1
14.27,6415.7,5513306112,256554008947,1
14.51,6326.2,5513306112,261210390899,1
14.74,6431.3,5513306112,265879355763,1
14.97,6428.6,5513306112,270557708659,1
15.2,6324.8,5513306112,275196346739,1
15.43,6417.8,5513306112,279860126067,1
15.66,6419.2,5513306112,284511281523,1
15.89,6436.3,5513306112,289179009395,1
16.12,6344.1,5513306112,293835800947,1
16.35,6451.4,5513306112,298491552115,1
16.58,6417.9,5513306112,303166857587,1
16.81,6300.6,5513306112,307836961139,1
17.05,6424.3,5513306112,312495153523,1
17.28,6431.7,5513306112,317112779123,1
17.51,6347.3,5513306112,321781883251,1
17.74,6459.5,5513306112,326445752691,1
17.97,6357.5,5513306112,331109974387,1
18.2,6409.2,5513306112,335754314099,1
18.42,6400.6,5513306112,340405223795,1
18.65,6459.2,5513306112,345100657011,1
18.88,6314.3,5513306112,349789094259,1
19.11,6421.8,6587047936,354485559667,1
19.34,6415.5,6587047936,359215407475,1
19.58,6406.8,6587047936,363950063987,1
19.81,6429.2,6587047936,368679862643,1
20.04,6422.0,6587047936,373412356467,1
20.47,6343.1,6587047936,382220517747,1
20.9,6407.7,6587047936,391011393907,1
21.33,6431.3,6587047936,399767986547,1
21.76,6418.7,6587047936,408570151283,1
22.19,6360.7,6587047936,417383629171,1
22.62,6421.2,7660789760,426141008243,1
23.06,6364.0,7660789760,434982445427,1
23.49,6422.2,7660789760,443799495027,1
23.92,6424.9,7660789760,452603019635,1
24.35,6368.1,7660789760,461382574451,1
24.78,6421.9,7660789760,470152085875,1
25.21,6358.2,7660789760,478953906547,1
25.64,6407.5,7660789760,487762207091,1
26.07,6420.6,7660789760,496501424499,1
26.5,6417.1,7660789760,505291047283,1
26.93,6359.2,7660789760,514091213171,1
27.36,6421.9,7660789760,522884202867,1
27.79,6422.5,7660789760,531669655923,1
28.22,6398.8,7660789760,540387303795,1
28.65,6362.4,8734531584,549160976755,1
29.08,6423.2,8734531584,557924893043,1
29.51,6377.1,8734531584,566685917555,1
29.95,6393.2,8734531584,575481913715,1
30.38,6402.4,8734531584,584260698483,1
30.81,6416.6,8734531584,593057980787,1
31.24,6414.5,8734531584,601832030579,1
31.67,6413.1,10882015232,610596741491,1
32.1,6401.2,10882015232,619293262195,1
32.53,6389.7,10882015232,628008444275,1
32.96,6376.2,10882015232,636696281459,1
33.39,6402.2,10882015232,645449195891,1
33.82,6384.4,10882015232,654182482291,1
34.25,6435.6,10882015232,662901006707,1
34.68,6384.8,10882015232,671617663347,1
35.11,6393.9,10882015232,680334688627,1
35.54,6416.8,10882015232,689107681651,1
35.97,6411.0,10882015232,697903235443,1
36.4,6369.5,10882015232,706616951155,1
36.83,6406.9,10882015232,715411997043,1
37.26,6405.3,10882015232,724201341299,1
37.69,6415.4,10882015232,732905750899,1
38.12,6361.8,10882015232,741557444979,1
38.55,6409.0,10882015232,750248362355,1
38.98,6418.5,10882015232,758931022195,1
39.42,6409.4,10882015232,767660925299,1
39.85,6395.2,10882015232,776378065267,1
40.28,6407.5,10882015232,785118749043,1
41.11,6376.4,13029498880,802006425971,1
41.94,6405.4,13029498880,818907095411,1
42.77,6408.6,13029498880,835779821939,1
43.6,6397.9,13029498880,852675330419,1
44.44,6394.0,13029498880,869603115379,1
45.27,6397.9,13029498880,886574817651,1
46.1,6409.2,13029498880,903523467635,1
46.93,6401.4,13029498880,920456225139,1
47.76,6398.5,13029498880,937391473011,1
48.6,6409.5,13029498880,954258227571,1
49.43,6377.8,13029498880,971084259699,1
50.26,6399.9,15176982528,987972157811,1
51.09,6402.8,15176982528,1004938002803,1
51.92,6406.2,15176982528,1021864042867,1
52.75,6405.1,15176982528,1038777377139,1
53.58,6402.9,15176982528,1055702393203,1
54.42,6397.1,15176982528,1072577855859,1
55.25,6402.6,15176982528,1089496547699,1
56.08,6404.1,15176982528,1106353103219,1
56.91,6405.6,15176982528,1123039682931,1
57.74,6376.6,15176982528,1139607953779,1
58.57,6395.7,17324466176,1155666953531,1
59.41,6400.8,23766917120,1168990448480,1
60.24,6425.7,30209372160,1179572146202,1
61.07,6398.1,38799314944,1185745287687,1
61.91,6378.1,43094286336,1187272613448,1
62.74,6409.2,47389257728,1187738214202,1
63.58,6402.4,47389257728,1187835822003,1
64.41,6408.2,47389257728,1187835822003,1
65.25,6381.8,47389257728,1187835822003,1
66.08,6418.6,51684229120,1187835822003,1
66.92,6392.7,51684229120,1187835822003,1
67.75,6389.1,51684229120,1187835822003,1
68.58,6395.7,51684229120,1187835822003,1
69.41,6409.2,51684229120,1187835822003,1
70.24,6410.6,51684229120,1187835822003,1
71.08,6388.5,51684229120,1187835822003,1
71.9,6392.2,51684229120,1187835822003,1
72.73,6407.7,51684229120,1187835822003,1
73.56,6410.7,51684229120,1187835822003,1
74.41,6400.8,94633926656,1187835822003,1
75.25,6374.2,94633926656,1187835822003,1
76.09,6410.6,94633926656,1187835822003,1
76.92,6403.5,94633926656,1187835822003,1
77.75,6404.5,94633926656,1187835822003,1
78.58,6382.9,94633926656,1187835822003,1
79.41,6421.1,94633926656,1187835822003,1
80.25,6393.2,94633926656,1187835822003,1
81.28,6391.3,94633926656,1187835822003,1
82.31,6394.6,94633926656,1187835822003,1
83.35,6415.9,94633926656,1187835822003,1
84.38,6404.6,94633926656,1187835822003,1
85.41,5741.4,94538235904,1187835822003,1
