Time,CPU Percent,MEM Usage,IO Reads,_NProc
6.25,3280.3,10918715392,18559947517,1
6.37,42.0,10919763968,18559947517,1
6.49,0.0,10919763968,18559947517,1
6.61,0.0,10919763968,18559947517,1
6.73,126.4,10919763968,18559947517,1
6.85,0.0,10919763968,18559947517,1
6.97,0.0,10919763968,18559947517,1
7.08,0.0,10919763968,18559947517,1
7.2,0.0,10919763968,18559947517,1
7.32,0.0,10919763968,18559947517,1
7.44,0.0,10919763968,18559947517,1
7.56,0.0,10919763968,18559947517,1
7.68,0.0,10919763968,18559947517,1
7.8,0.0,10919763968,18559947517,1
7.92,0.0,10919763968,18559947517,1
8.04,0.0,10919763968,18559947517,1
8.16,0.0,10919763968,18559947517,1
8.28,0.0,10919763968,18559947517,1
8.4,0.0,10919763968,18559947517,1
8.52,0.0,10919763968,18559947517,1
8.63,0.0,10919763968,18559947517,1
8.75,0.0,10919763968,18559947517,1
8.87,0.0,10919763968,18559947517,1
8.99,0.0,10919763968,18559947517,1
9.11,0.0,10919763968,18559947517,1
9.23,0.0,10919763968,18559947517,1
9.35,0.0,10919763968,18559947517,1
9.47,0.0,10919763968,18559947517,1
9.59,0.0,10919763968,18559947517,1
9.71,0.0,10919763968,18559947517,1
9.83,0.0,10919763968,18559947517,1
9.95,0.0,10919763968,18559947517,1
10.07,0.0,10919763968,18559947517,1
10.29,0.0,10919763968,18559947517,1
10.51,0.0,10919763968,18559947517,1
10.73,0.0,10919763968,18559947517,1
10.94,0.0,10919763968,18559947517,1
11.16,0.0,10919763968,18559947517,1
11.38,1055.1,10953482240,18559947524,1
11.6,178.3,10953482240,18559947524,1
11.82,173.4,10953510912,18559947524,1
12.04,168.9,10953654272,18559947524,1
12.26,173.6,10953654272,18559947524,1
12.48,159.6,10953654272,18559947524,1
12.7,179.5,10953707520,18559947524,1
12.92,176.4,10953936896,18559947524,1
13.14,173.1,10953936896,18559947524,1
13.36,177.8,10953936896,18559947524,1
13.58,164.4,10953936896,18559947524,1
13.8,160.0,10953936896,18559947524,1
14.02,187.3,10954072064,18559947524,1
14.24,187.4,10954534912,18559947524,1
14.46,191.8,10954534912,18559947524,1
14.68,189.9,10954534912,18559947524,1
14.9,200.8,10954534912,18559947524,1
15.12,200.8,10954534912,18559947524,1
15.33,200.9,10954534912,18559947524,1
15.55,192.0,10954534912,18559947524,1
15.77,196.3,10954534912,18559947524,1
15.99,173.2,11038420992,18559947524,1
16.21,180.5,11038420992,18559947524,1
16.43,204.6,11038711808,18559947524,1
16.65,201.2,11038711808,18559947524,1
16.87,210.2,11038711808,18559947524,1
17.09,196.7,11039596544,18559947524,1
17.31,201.2,11039596544,18559947524,1
17.53,201.3,11039596544,18559947524,1
17.75,190.3,11039596544,18559947524,1
17.97,196.7,11039596544,18559947524,1
18.19,187.4,11039596544,18559947524,1
18.4,187.4,11039596544,18559947524,1
18.62,187.8,11039596544,18559947524,1
18.84,155.6,11039596544,18559947524,1
19.06,183.2,11039596544,18559947524,1
19.28,183.1,11039596544,18559947524,1
19.5,182.3,11039596544,18559947524,1
19.72,181.4,11039596544,18559947524,1
19.94,178.4,11039596544,18559947524,1
20.16,178.3,11039596544,18559947524,1
20.57,138.3,11207368704,18559947524,1
20.99,190.9,11207368704,18559947524,1
21.41,191.0,11208007680,18559947524,1
21.83,193.4,11208007680,18559947524,1
22.25,198.1,11208007680,18559947524,1
22.67,194.7,11209916416,18559947524,1
23.09,194.7,11209916416,18559947524,1
23.51,197.8,11209916416,18559947524,1
23.93,202.9,11209916416,18559947524,1
24.35,193.4,11209916416,18559947524,1
24.77,198.1,11209916416,18559947524,1
25.19,882.3,12009967616,18559947524,1
25.61,894.8,12010000384,18559947524,1
26.03,134.7,12010000384,18559947524,1
26.45,136.5,12010000384,18559947524,1
26.88,137.0,12010078208,18559947524,1
27.3,137.2,12010078208,18559947524,1
27.73,134.9,12010078208,18559947524,1
28.15,135.6,12010078208,18559947524,1
28.57,138.2,12010262528,18559947524,1
28.99,133.5,12010262528,18559947524,1
29.41,135.7,12010262528,18559947524,1
29.83,135.2,12010262528,18559947524,1
30.25,132.8,12010262528,18559947524,1
30.67,135.6,12010262528,18559947524,1
31.09,138.1,12010262528,18559947524,1
31.51,135.9,12010262528,18559947524,1
31.93,138.1,12010262528,18559947524,1
32.35,133.4,12010262528,18559947524,1
32.77,137.4,12010262528,18559947524,1
33.19,137.6,12010262528,18559947524,1
33.61,135.1,12010262528,18559947524,1
34.04,135.7,12010262528,18559947524,1
34.46,138.2,12010262528,18559947524,1
34.88,135.5,12010262528,18559947524,1
35.3,135.7,12010262528,18559947524,1
35.72,138.2,12010262528,18559947524,1
36.14,135.9,12010262528,18559947524,1
36.56,173.2,12010262528,18559947524,1
36.98,154.2,12010262528,18559947524,1
37.4,156.9,12010262528,18559947524,1
37.82,125.6,12010262528,18559947524,1
38.24,142.8,12010262528,18559947524,1
38.66,138.1,12010262528,18559947524,1
39.08,138.2,12010618880,18559947524,1
39.5,138.2,12010618880,18559947524,1
39.92,138.2,12010618880,18559947524,1
40.34,140.0,12010618880,18559947524,1
41.16,138.8,12010618880,18559947524,1
41.98,138.8,12010618880,18559947524,1
42.81,138.3,12010618880,18559947524,1
43.63,137.1,12010618880,18559947524,1
44.45,137.3,12010618880,18559947524,1
45.28,137.3,12010618880,18559947524,1
46.1,137.3,12010618880,18559947524,1
46.92,135.8,12010618880,18559947524,1
47.75,137.0,12010618880,18559947524,1
48.57,138.3,12010618880,18559947524,1
49.4,135.9,12010618880,18559947524,1
50.22,138.3,12010618880,18559947524,1
51.05,138.2,12010618880,18559947524,1
51.87,137.1,12010618880,18559947524,1
52.69,137.2,12010618880,18559947524,1
53.52,137.3,12010618880,18559947524,1
54.34,137.1,12010618880,18559947524,1
55.16,137.3,12010618880,18559947524,1
55.99,137.3,12010618880,18559947524,1
56.81,137.4,12010815488,18559947524,1
57.63,137.4,12010815488,18559947524,1
58.46,137.5,12010815488,18559947524,1
59.28,137.5,12010815488,18559947524,1
60.1,138.8,12010815488,18559947524,1
60.92,136.0,12010815488,18559947524,1
61.74,137.4,12010815488,18559947524,1
62.57,136.3,12010815488,18559947524,1
63.39,151.7,12010815488,18559947524,1
64.21,143.1,12010815488,18559947524,1
65.04,140.9,12010815488,18559947524,1
65.86,138.6,12010815488,18559947524,1
66.68,138.6,12010815488,18559947524,1
67.51,138.4,12010815488,18559947524,1
68.33,138.5,12010815488,18559947524,1
69.15,136.1,12010815488,18559947524,1
69.98,137.4,12010815488,18559947524,1
70.8,137.2,12010815488,18559947524,1
71.62,137.4,12010815488,18559947524,1
72.44,138.6,12010815488,18559947524,1
73.27,137.2,12010815488,18559947524,1
74.09,137.0,12010815488,18559947524,1
74.91,137.4,12010815488,18559947524,1
75.74,137.5,12010815488,18559947524,1
76.56,138.7,12010815488,18559947524,1
77.38,138.5,12010815488,18559947524,1
78.2,139.7,12010815488,18559947524,1
79.03,137.6,12010815488,18559947524,1
79.85,137.7,12010815488,18559947524,1
80.67,138.9,12010815488,18559947524,1
81.69,137.8,12010815488,18559947524,1
82.71,137.8,12010815488,18559947524,1
83.74,138.1,12010815488,18559947524,1
84.76,137.8,12010815488,18559947524,1
85.78,138.0,12010815488,18559947524,1
86.8,138.1,12010815488,18559947524,1
87.82,137.7,12010815488,18559947524,1
88.85,138.0,12010815488,18559947524,1
89.87,137.0,12010815488,18559947524,1
90.89,138.0,12010815488,18559947524,1
91.91,135.8,12010815488,18559947524,1
92.94,136.9,12010815488,18559947524,1
93.96,138.0,12010815488,18559947524,1
94.98,137.8,12010815488,18559947524,1
96.0,154.6,12010815488,18559947524,1
97.03,138.9,12010815488,18559947524,1
98.05,138.7,12010815488,18559947524,1
99.07,139.9,12010815488,18559947524,1
100.09,137.9,12010815488,18559947524,1
101.12,138.0,12010815488,18559947524,1
102.14,137.8,12010815488,18559947524,1
103.16,141.8,12010815488,18559947524,1
104.18,398.1,12193914880,18559947524,1
105.21,255.3,12193914880,18559947524,1
106.23,256.3,12193914880,18559947524,1
107.26,258.4,12193914880,18559947524,1
108.29,254.7,12193914880,18559947524,1
109.31,250.5,12193914880,18559947524,1
110.33,249.8,12193914880,18559947524,1
111.35,249.9,12193914880,18559947524,1
112.37,251.8,12193914880,18559947524,1
113.4,250.4,12193914880,18559947524,1
114.42,247.0,12193914880,18559947524,1
115.44,248.2,12193914880,18559947524,1
116.46,248.8,12193914880,18559947524,1
117.48,252.9,12193914880,18559947524,1
118.5,248.4,12193914880,18559947524,1
119.53,249.8,12193914880,18559947524,1
120.55,248.1,12193914880,18559947524,1
121.57,245.8,12193914880,18559947524,1
122.59,242.4,12193914880,18559947524,1
123.61,240.6,12193914880,18559947524,1
124.63,2093.5,12278857728,18559947524,1
125.65,173.9,12278980608,18559947524,1
126.68,172.3,12279275520,18559947524,1
127.7,175.0,12279726080,18559947524,1
128.72,168.0,12279726080,18559947524,1
129.75,165.5,12363911168,18559947524,1
130.77,173.4,12364808192,18559947524,1
131.79,171.4,12364812288,18559947524,1
132.81,166.2,12364812288,18559947524,1
133.83,151.8,12532584448,18559947524,1
134.85,174.5,12532584448,18559947524,1
135.87,175.1,12534509568,18559947524,1
136.9,172.5,12534509568,18559947524,1
137.92,173.0,12534509568,18559947524,1
138.94,377.9,12752830464,18559947524,1
139.96,497.8,12753399808,18559947524,1
140.98,130.3,12753465344,18559947524,1
142.01,131.4,12753641472,18559947524,1
143.03,129.0,12753641472,18559947524,1
144.05,130.3,12753641472,18559947524,1
145.07,131.3,12753641472,18559947524,1
146.09,130.0,12753641472,18559947524,1
147.11,130.3,12753641472,18559947524,1
148.13,131.0,12753641472,18559947524,1
149.16,129.2,12753641472,18559947524,1
150.18,131.0,12753641472,18559947524,1
151.2,131.4,12754030592,18559947524,1
152.22,130.4,12754030592,18559947524,1
153.24,131.0,12754030592,18559947524,1
154.26,131.3,12754030592,18559947524,1
155.28,131.3,12754030592,18559947524,1
156.3,133.0,12754030592,18559947524,1
157.33,131.3,12754030592,18559947524,1
158.35,133.9,12754030592,18559947524,1
159.37,132.2,12754030592,18559947524,1
160.39,134.9,12754030592,18559947524,1
161.41,133.3,12754030592,18559947524,1
162.43,134.3,12754030592,18559947524,1
163.45,134.9,12754030592,18559947524,1
164.48,134.3,12754030592,18559947524,1
165.5,134.3,12754030592,18559947524,1
166.52,133.9,12754030592,18559947524,1
167.54,134.2,12754030592,18559947524,1
168.56,133.0,12754030592,18559947524,1
169.58,135.1,12754030592,18559947524,1
170.61,134.0,12754030592,18559947524,1
171.63,135.3,12754030592,18559947524,1
172.65,133.9,12754030592,18559947524,1
173.67,133.0,12754030592,18559947524,1
174.69,134.2,12754030592,18559947524,1
175.71,130.3,12754030592,18559947524,1
176.74,136.9,12754030592,18559947524,1
177.76,134.9,12754030592,18559947524,1
178.78,131.3,12754030592,18559947524,1
179.8,131.1,12754030592,18559947524,1
180.82,130.1,12754030592,18559947524,1
181.85,130.3,12754030592,18559947524,1
182.87,130.0,12754030592,18559947524,1
183.89,133.0,12754030592,18559947524,1
184.91,129.2,12754030592,18559947524,1
185.93,131.3,12754030592,18559947524,1
186.95,130.0,12754030592,18559947524,1
187.98,131.0,12754030592,18559947524,1
189.0,130.3,12754030592,18559947524,1
190.02,130.2,12754030592,18559947524,1
191.04,131.0,12754030592,18559947524,1
192.07,130.3,12754030592,18559947524,1
193.09,131.0,12754030592,18559947524,1
194.11,131.0,12754030592,18559947524,1
195.13,130.3,12754030592,18559947524,1
196.15,131.3,12754030592,18559947524,1
197.17,130.0,12754030592,18559947524,1
198.2,132.0,12754030592,18559947524,1
199.22,130.3,12754030592,18559947524,1
200.24,131.1,12754030592,18559947524,1
201.26,130.9,12754030592,18559947524,1
202.29,131.3,12754030592,18559947524,1
203.31,131.0,12754030592,18559947524,1
204.33,131.9,12754030592,18559947524,1
205.35,131.3,12754030592,18559947524,1
206.37,131.3,12754030592,18559947524,1
207.39,131.0,12754030592,18559947524,1
208.42,131.0,12754030592,18559947524,1
209.44,132.2,12754030592,18559947524,1
210.46,131.1,12754030592,18559947524,1
211.48,277.7,12972769280,18559947524,1
212.51,243.4,12972769280,18559947524,1
213.53,242.2,12972769280,18559947524,1
214.55,243.3,12972769280,18559947524,1
215.58,242.9,12972769280,18559947524,1
216.6,244.0,12972769280,18559947524,1
217.62,241.3,12972769280,18559947524,1
218.64,242.8,12972769280,18559947524,1
219.66,240.0,12972769280,18559947524,1
220.68,240.8,12972777472,18559947524,1
221.7,238.7,12972777472,18559947524,1
222.73,239.4,12972777472,18559947524,1
223.75,239.0,12972777472,18559947524,1
224.77,238.5,12972777472,18559947524,1
225.79,236.9,12972777472,18559947524,1
226.82,234.0,12972777472,18559947524,1
227.84,234.3,12972777472,18559947524,1
228.86,232.5,12972777472,18559947524,1
229.88,229.5,12972777472,18559947524,1
230.91,226.3,12972777472,18559947524,1
231.93,220.5,12972777472,18559947524,1
232.96,2460.8,12972797952,18559947524,1
233.99,0,0,0,1
